issn_l,cr_year,n,h2020_n,prop
0954-3945,2020,21,0,0
2520-811X,2019,21,1,0.047619047619047616
0920-8550,2019,21,1,0.047619047619047616
2161-3303,2019,21,0,0
1542-0485,2018,21,1,0.047619047619047616
1029-3523,2020,21,0,0
2054-0892,2019,21,0,0
0014-312X,2019,21,0,0
1934-9270,2020,21,0,0
0028-8276,2018,21,0,0
2191-4761,2018,21,0,0
1533-2861,2018,20,0,0
1942-0676,2018,20,0,0
0883-7066,2018,20,0,0
1944-2858,2019,20,0,0
0039-3193,2020,20,0,0
1748-3727,2018,20,1,0.05
2198-6452,2018,20,1,0.05
1432-1300,2020,20,0,0
0160-7960,2018,20,0,0
0262-5253,2018,20,0,0
1010-0652,2018,20,0,0
1662-9647,2018,20,0,0
2043-0795,2018,20,0,0
1022-4556,2019,20,0,0
0020-8701,2020,20,0,0
0192-6365,2018,20,0,0
0951-4848,2019,20,0,0
2332-2373,2020,20,0,0
0288-3635,2018,20,1,0.05
0956-7968,2019,20,1,0.05
0256-0909,2019,20,0,0
2662-2041,2020,20,0,0
0741-0883,2018,20,0,0
1386-4564,2019,20,1,0.05
0081-1750,2018,20,0,0
2520-8411,2019,20,0,0
2050-3318,2019,20,0,0
0920-8550,2018,20,0,0
1698-6180,2019,20,0,0
0091-5521,2020,20,0,0
1838-0956,2020,20,0,0
0885-7466,2018,20,2,0.1
1519-8928,2020,20,0,0
1571-1013,2018,20,0,0
1863-2505,2020,20,0,0
1467-3584,2019,20,0,0
1477-7606,2019,20,0,0
1046-669X,2018,20,0,0
1321-5906,2018,20,0,0
1749-8171,2018,20,0,0
1874-6284,2019,20,0,0
0385-7417,2020,20,0,0
2363-5142,2019,20,0,0
0973-2179,2018,20,0,0
0736-9387,2020,20,0,0
0030-3887,2018,20,0,0
2522-5731,2018,20,0,0
1422-6944,2020,20,0,0
0146-3721,2020,20,0,0
2194-0517,2020,20,0,0
2471-2566,2018,20,1,0.05
2043-8869,2020,20,0,0
2393-9575,2019,20,0,0
2380-6567,2019,20,0,0
1389-2843,2018,20,0,0
1046-8374,2019,20,0,0
1544-3558,2018,20,0,0
1091-1421,2019,20,0,0
1539-0136,2018,20,0,0
0013-791X,2020,20,0,0
1619-697X,2019,20,0,0
0075-4242,2018,20,0,0
1391-5614,2018,20,0,0
2456-3722,2019,20,0,0
0002-7766,2020,20,0,0
0019-8676,2018,20,0,0
0144-7394,2018,20,0,0
0949-944X,2019,20,0,0
0004-8992,2020,20,0,0
1872-0218,2018,20,1,0.05
1877-7236,2018,20,0,0
0265-8240,2019,20,0,0
0938-8982,2019,20,0,0
0270-2592,2018,20,0,0
1309-422X,2020,20,0,0
0047-2689,2018,20,0,0
0164-0313,2019,20,2,0.1
0084-6724,2020,20,0,0
0972-8201,2019,20,0,0
0003-9519,2018,20,2,0.1
0019-4670,2019,20,0,0
2153-9553,2018,20,0,0
1074-2956,2020,20,0,0
2158-656X,2019,20,0,0
1867-2957,2019,20,3,0.15
0032-258X,2018,20,0,0
1871-4757,2020,20,1,0.05
2512-8450,2019,20,0,0
1175-0979,2018,20,0,0
0894-4865,2019,20,0,0
2192-1741,2018,20,0,0
2157-5665,2018,20,0,0
2523-3947,2019,20,0,0
0167-9848,2019,20,0,0
2577-6193,2019,20,1,0.05
2210-6723,2020,20,0,0
1524-5004,2019,20,0,0
0015-7325,2018,20,0,0
1934-9297,2018,20,0,0
0960-0833,2019,20,1,0.05
1470-5958,2019,20,0,0
0193-841X,2020,20,0,0
2475-5303,2019,20,0,0
1934-4554,2018,20,0,0
1523-2409,2018,20,0,0
0791-6035,2018,20,0,0
1098-6111,2019,20,0,0
2523-3556,2020,20,0,0
1748-6645,2019,20,0,0
0430-3202,2020,20,0,0
1470-5427,2020,20,0,0
1435-5930,2020,20,1,0.05
1555-3434,2018,20,0,0
0961-1371,2019,20,0,0
2510-1226,2018,20,0,0
1570-7385,2018,20,0,0
1744-9359,2019,20,0,0
2329-4906,2020,20,0,0
0924-8463,2020,20,1,0.05
1548-0518,2019,20,0,0
2147-429X,2020,20,0,0
2196-9744,2020,20,0,0
0728-4896,2020,20,0,0
2041-7365,2018,20,0,0
0974-9276,2020,20,0,0
0049-8637,2019,20,0,0
2168-8273,2019,20,0,0
2366-6048,2018,20,0,0
0362-5915,2020,20,5,0.25
2364-6861,2020,20,0,0
2516-6085,2018,20,0,0
1460-8545,2018,20,0,0
0971-7625,2018,20,0,0
0888-4064,2019,20,0,0
1746-918X,2020,20,0,0
2198-1639,2018,20,0,0
1619-697X,2020,20,0,0
1360-3736,2019,20,0,0
0013-1245,2018,20,0,0
0193-841X,2018,20,0,0
1443-2447,2018,20,0,0
2195-4755,2020,20,0,0
0038-0407,2020,20,0,0
1380-7870,2020,20,0,0
1865-9284,2020,20,0,0
1359-4575,2019,20,0,0
1468-7976,2020,20,0,0
0735-2751,2018,20,0,0
1097-8526,2020,20,0,0
1350-486X,2020,20,0,0
2322-0937,2018,20,0,0
1091-9392,2018,20,0,0
2333-6846,2020,20,0,0
2159-0311,2018,20,0,0
0034-3552,2019,20,0,0
2364-9569,2020,20,0,0
1567-7559,2018,20,0,0
0001-5903,2018,20,0,0
1934-9254,2019,20,0,0
0743-5584,2018,20,0,0
1226-508X,2018,20,0,0
0972-2696,2018,20,0,0
2053-4345,2018,20,0,0
0895-562X,2020,20,0,0
0141-0423,2018,20,0,0
1367-8779,2018,20,1,0.05
2053-0196,2019,20,1,0.05
0026-1270,2020,20,0,0
2046-147X,2020,20,0,0
1384-6175,2018,20,0,0
0039-3606,2020,20,0,0
1939-2206,2020,20,0,0
0899-7659,2020,20,0,0
2167-4884,2020,20,0,0
0886-3687,2018,20,0,0
2662-1738,2020,19,0,0
1351-3958,2018,19,0,0
2469-7818,2018,19,1,0.05263157894736842
0306-3070,2020,19,0,0
0735-2751,2020,19,0,0
0034-6543,2019,19,0,0
1054-1373,2019,19,0,0
2192-6352,2020,19,0,0
0898-588X,2019,19,0,0
1367-0271,2019,19,0,0
0162-3532,2018,19,0,0
2364-821X,2020,19,0,0
0161-7109,2018,19,0,0
2510-3768,2018,19,0,0
1934-4554,2019,19,0,0
2509-498X,2019,19,0,0
1869-8182,2018,19,0,0
2199-2681,2020,19,0,0
2196-1085,2019,19,0,0
1530-8014,2018,19,0,0
0080-6757,2019,19,0,0
0091-732X,2019,19,0,0
1098-1616,2018,19,0,0
1934-3647,2020,19,0,0
1088-3576,2020,19,0,0
2399-7532,2020,19,3,0.15789473684210525
0025-2921,2020,19,0,0
1058-0530,2018,19,0,0
1359-1835,2020,19,1,0.05263157894736842
1752-9719,2018,19,1,0.05263157894736842
1091-9392,2019,19,0,0
0262-5253,2019,19,0,0
1469-6053,2019,19,0,0
1860-711X,2018,19,1,0.05263157894736842
2199-9287,2020,19,0,0
0932-4194,2020,19,0,0
0006-8101,2020,19,0,0
0735-9683,2020,19,0,0
0192-6365,2019,19,0,0
0928-8910,2018,19,0,0
1351-3958,2019,19,0,0
1758-1559,2020,19,0,0
2456-3714,2020,19,0,0
2379-8068,2020,19,3,0.15789473684210525
0975-4253,2018,19,0,0
0976-7479,2018,19,0,0
1088-7679,2019,19,0,0
1479-2931,2018,19,0,0
0036-6978,2018,19,0,0
1369-1066,2019,19,0,0
2364-5687,2020,19,0,0
2520-8705,2020,19,0,0
2046-147X,2018,19,0,0
1381-298X,2020,19,0,0
2364-0006,2018,19,0,0
2509-498X,2020,19,0,0
0192-6365,2020,19,1,0.05263157894736842
1387-2532,2018,19,1,0.05263157894736842
1753-0229,2019,19,0,0
1063-4266,2020,19,0,0
1470-5427,2019,19,0,0
1476-5284,2018,19,0,0
2041-8396,2020,19,0,0
0263-0672,2019,19,0,0
0884-1241,2018,19,0,0
1533-2667,2018,19,0,0
1744-1056,2018,19,0,0
1874-7876,2018,19,0,0
1060-4367,2020,19,0,0
0954-1985,2019,19,0,0
2199-4706,2018,19,0,0
2624-8468,2019,19,0,0
2191-4761,2020,19,0,0
2321-0249,2020,19,0,0
1042-1726,2020,19,0,0
0959-3969,2020,19,0,0
1871-5621,2018,19,0,0
1024-6029,2019,19,0,0
2662-2289,2019,19,0,0
2509-9515,2018,19,0,0
1558-8661,2020,19,0,0
1088-3576,2018,19,0,0
2199-2428,2020,19,0,0
1058-7187,2019,19,0,0
0275-1100,2019,19,0,0
1066-9868,2018,19,0,0
2520-1336,2020,19,0,0
0039-3606,2018,19,2,0.10526315789473684
1037-0196,2019,19,0,0
0091-4509,2019,19,0,0
2524-5317,2019,19,2,0.10526315789473684
1865-9284,2019,19,0,0
0013-161X,2020,19,0,0
2372-7322,2018,19,0,0
0892-7545,2020,19,0,0
0947-3602,2018,19,1,0.05263157894736842
1864-4031,2019,19,0,0
2524-7921,2019,19,0,0
1001-604X,2018,19,0,0
0210-2412,2020,19,0,0
2194-6418,2020,19,1,0.05263157894736842
1679-396X,2020,19,0,0
1534-4843,2020,19,0,0
1477-7606,2018,19,0,0
1470-5427,2018,19,0,0
0091-5521,2018,19,0,0
1547-5778,2019,19,0,0
1570-7385,2020,19,0,0
1568-4539,2018,19,0,0
0961-1371,2018,19,0,0
2159-0311,2020,19,0,0
1083-3021,2019,19,0,0
0022-4278,2020,19,0,0
0929-5585,2018,19,0,0
2199-4668,2018,19,0,0
0956-0599,2020,19,0,0
0813-4839,2020,19,0,0
0891-1916,2019,19,0,0
0022-0787,2019,19,0,0
0038-0407,2018,19,0,0
0949-1147,2018,19,0,0
0169-6149,2018,19,0,0
1422-6944,2018,19,0,0
1864-4031,2020,19,0,0
1874-8597,2018,19,0,0
0165-0203,2018,19,0,0
2047-7414,2018,19,0,0
1753-8963,2020,19,0,0
2193-9764,2018,19,1,0.05263157894736842
2524-3977,2020,19,1,0.05263157894736842
1925-3621,2020,19,0,0
1570-2081,2018,19,0,0
0012-0456,2018,19,1,0.05263157894736842
0976-8432,2020,19,0,0
1533-2969,2019,19,0,0
1074-2956,2019,19,0,0
1073-6077,2018,19,0,0
0021-4027,2020,19,0,0
1059-9231,2018,19,0,0
2625-073X,2020,19,0,0
0077-9954,2020,19,0,0
2639-0213,2020,19,6,0.3157894736842105
1560-2745,2019,19,0,0
1368-0005,2019,19,0,0
1559-1131,2020,19,1,0.05263157894736842
0957-8536,2019,19,0,0
1343-9006,2019,19,0,0
0164-0925,2018,19,2,0.10526315789473684
0954-1985,2020,19,0,0
1511-1768,2018,19,0,0
1010-0652,2019,19,0,0
1751-6242,2019,19,0,0
1027-8591,2020,19,0,0
2662-4729,2019,19,0,0
1476-993X,2020,19,0,0
0262-5245,2020,19,0,0
0144-932X,2019,19,0,0
1536-6006,2019,19,0,0
0165-0203,2019,19,0,0
2367-0142,2019,19,0,0
1344-1698,2020,19,0,0
0022-0787,2020,18,0,0
0012-5806,2019,18,0,0
1934-3671,2019,18,1,0.05555555555555555
2278-5337,2018,18,0,0
1911-382X,2019,18,0,0
0735-2751,2019,18,0,0
1043-4631,2018,18,0,0
0160-8061,2019,18,0,0
1477-9714,2018,18,0,0
1096-3758,2020,18,0,0
1863-2505,2019,18,0,0
2155-286X,2018,18,0,0
2363-9962,2019,18,0,0
1934-8576,2019,18,2,0.1111111111111111
0969-7764,2019,18,0,0
0020-8825,2020,18,0,0
1352-8505,2019,18,0,0
1679-396X,2019,18,0,0
0039-3193,2019,18,0,0
1939-2206,2018,18,0,0
0905-7196,2020,18,1,0.05555555555555555
1365-7305,2018,18,0,0
1435-6104,2018,18,0,0
1755-6341,2019,18,0,0
2192-662X,2018,18,1,0.05555555555555555
2365-5135,2020,18,0,0
0016-9862,2019,18,0,0
0959-9916,2020,18,0,0
1062-726X,2018,18,0,0
1754-470X,2018,18,0,0
0735-9683,2018,18,0,0
2520-8985,2019,18,0,0
1476-993X,2019,18,0,0
0924-8463,2019,18,3,0.16666666666666666
1022-4556,2020,18,0,0
2198-6436,2019,18,0,0
1862-8508,2020,18,0,0
0965-075X,2018,18,0,0
0895-9374,2019,18,0,0
0257-6430,2018,18,0,0
0003-4452,2020,18,0,0
1053-8151,2020,18,0,0
2524-6356,2020,18,0,0
0961-1371,2020,18,0,0
0013-063X,2018,18,0,0
0034-6446,2018,18,0,0
2662-7655,2020,18,0,0
0362-5915,2019,18,2,0.1111111111111111
1662-9647,2019,18,0,0
1097-8526,2018,18,0,0
1741-4350,2020,18,0,0
2154-4611,2018,18,0,0
2662-1517,2020,18,0,0
1617-982X,2019,18,0,0
0938-8982,2020,18,0,0
1225-4657,2019,18,0,0
0048-3915,2019,18,0,0
1343-9006,2018,18,0,0
1871-0131,2018,18,0,0
1476-993X,2018,18,0,0
1758-9991,2019,18,0,0
1530-2180,2018,18,0,0
1380-2038,2018,18,0,0
2379-8068,2018,18,0,0
1536-6006,2020,18,0,0
1873-7617,2019,18,0,0
0968-5332,2020,18,0,0
0891-2416,2019,18,1,0.05555555555555555
0951-6298,2018,18,1,0.05555555555555555
1043-4631,2020,18,0,0
2296-9039,2019,18,0,0
1528-8870,2019,18,0,0
0884-1241,2019,18,0,0
1935-9756,2018,18,0,0
1424-1250,2019,18,0,0
2198-7866,2019,18,0,0
2206-3110,2019,18,0,0
1059-9231,2020,18,0,0
0970-7794,2019,18,0,0
1321-5906,2020,18,0,0
1614-5046,2020,18,0,0
1098-092X,2019,18,0,0
1541-6518,2020,18,0,0
1475-9551,2018,18,0,0
0863-1808,2019,18,0,0
2379-6154,2018,18,0,0
1544-4759,2019,18,0,0
0271-2075,2020,18,0,0
1363-3589,2018,18,0,0
1422-6944,2019,18,0,0
2199-4706,2019,18,0,0
2365-1695,2019,18,1,0.05555555555555555
1046-8374,2018,18,0,0
1444-6162,2020,18,0,0
1522-8916,2018,18,0,0
1056-7879,2020,18,0,0
1863-8155,2018,18,0,0
0972-5792,2019,18,0,0
1350-486X,2019,18,0,0
2516-5984,2019,18,0,0
2662-1746,2019,18,0,0
1387-3741,2018,18,0,0
1534-4843,2019,18,0,0
0707-8552,2020,18,0,0
0178-2770,2020,18,4,0.2222222222222222
0141-982X,2019,18,0,0
2511-1299,2018,18,0,0
2524-4922,2019,18,0,0
0199-0039,2018,18,0,0
1573-9414,2019,18,0,0
0959-9916,2019,18,0,0
2347-6311,2020,18,0,0
0813-4839,2019,18,0,0
2515-0731,2020,18,0,0
2364-0006,2019,18,0,0
2524-8170,2020,18,0,0
0195-3613,2020,18,0,0
0889-9401,2020,18,0,0
2198-7335,2019,18,1,0.05555555555555555
1560-4292,2019,18,0,0
1751-2395,2018,18,1,0.05555555555555555
1473-8481,2019,18,0,0
0891-1916,2018,18,0,0
2250-2122,2018,18,0,0
1556-3316,2020,18,0,0
2520-8160,2020,18,0,0
1175-0979,2020,18,0,0
0362-5915,2018,18,4,0.2222222222222222
2195-4755,2019,18,0,0
1470-594X,2020,18,1,0.05555555555555555
0959-3969,2018,18,0,0
1071-7641,2020,18,0,0
0034-6764,2018,18,1,0.05555555555555555
1383-7133,2018,18,0,0
1862-9660,2019,18,0,0
0160-7960,2020,18,0,0
0949-1147,2019,18,0,0
0271-0560,2020,18,0,0
2523-8965,2019,18,0,0
2523-8965,2018,18,0,0
0019-4670,2020,18,0,0
0920-8550,2020,18,0,0
0079-497X,2018,18,0,0
2066-2203,2018,18,0,0
0004-900X,2019,18,0,0
1538-5132,2019,18,0,0
0741-0883,2019,18,0,0
2200-6974,2018,18,0,0
1038-4162,2018,18,0,0
2639-541X,2019,18,0,0
1050-6519,2018,18,0,0
2066-2203,2019,18,0,0
0886-3687,2019,18,0,0
0039-3193,2018,18,0,0
1881-4387,2019,17,0,0
0361-5413,2020,17,0,0
0019-8676,2020,17,0,0
2321-0222,2019,17,0,0
1748-3727,2019,17,0,0
1027-8591,2019,17,0,0
1536-6006,2018,17,0,0
2235-8668,2020,17,0,0
1121-7081,2018,17,0,0
2516-1032,2020,17,0,0
1029-3523,2019,17,0,0
1867-1764,2018,17,0,0
2510-1226,2019,17,0,0
0918-7545,2019,17,0,0
2194-7953,2020,17,2,0.11764705882352941
2198-6428,2019,17,0,0
1442-018X,2019,17,0,0
0161-7346,2019,17,0,0
2520-8098,2018,17,0,0
1613-7159,2018,17,0,0
0974-9101,2019,17,0,0
2509-7997,2020,17,0,0
2059-0784,2019,17,0,0
0012-0456,2019,17,0,0
1544-3558,2020,17,1,0.058823529411764705
0928-8910,2019,17,0,0
1934-3396,2020,17,0,0
1934-3396,2019,17,1,0.058823529411764705
1477-7606,2020,17,0,0
2322-0937,2019,17,0,0
0160-8061,2018,17,0,0
1424-9286,2020,17,0,0
0972-8201,2018,17,0,0
0021-955X,2018,17,0,0
0092-7678,2020,17,0,0
0759-1063,2019,17,1,0.058823529411764705
0039-3606,2019,17,1,0.058823529411764705
2329-194X,2020,17,0,0
1512-2891,2020,17,0,0
2524-4906,2020,17,0,0
0971-9458,2020,17,1,0.058823529411764705
0173-5322,2019,17,0,0
0167-9848,2018,17,0,0
2210-464X,2020,17,2,0.11764705882352941
0022-1821,2019,17,0,0
0897-5930,2018,17,0,0
0925-9856,2019,17,4,0.23529411764705882
1043-4631,2019,17,1,0.058823529411764705
0043-8200,2019,17,0,0
1793-8120,2020,17,0,0
1460-3799,2018,17,0,0
0039-3207,2019,17,0,0
1326-365X,2020,17,0,0
2573-802X,2018,17,0,0
1558-8661,2018,17,0,0
1444-6162,2019,17,0,0
2365-4325,2019,17,0,0
2662-3323,2020,17,0,0
1744-9359,2020,17,0,0
0972-6527,2019,17,0,0
2164-7070,2020,17,0,0
1567-7559,2020,17,0,0
2524-6356,2019,17,0,0
0267-1905,2019,17,0,0
1533-2969,2018,17,0,0
1424-9286,2019,17,2,0.11764705882352941
1071-7641,2019,17,0,0
2167-8375,2019,17,0,0
0009-5915,2020,17,0,0
0741-0883,2020,17,0,0
0972-2696,2020,17,0,0
2199-322X,2020,17,0,0
1468-1099,2020,17,0,0
2161-2617,2018,17,0,0
1474-0222,2020,17,0,0
2393-9575,2018,17,0,0
1935-3812,2019,17,3,0.17647058823529413
1936-5209,2019,17,0,0
1088-3576,2019,17,0,0
2631-6846,2019,17,0,0
2522-0926,2018,17,0,0
0165-7380,2020,17,0,0
2364-821X,2019,17,0,0
0091-732X,2020,17,0,0
1059-6011,2019,17,0,0
1098-3007,2019,17,0,0
2373-518X,2019,17,0,0
2365-5135,2019,17,0,0
2399-1984,2019,17,1,0.058823529411764705
1934-8525,2019,17,1,0.058823529411764705
1473-6691,2019,17,0,0
0943-0180,2018,17,0,0
2193-8652,2018,17,0,0
1834-2612,2019,17,0,0
2577-0470,2019,17,0,0
0951-8207,2020,17,0,0
2233-8659,2018,17,0,0
0971-3336,2020,17,0,0
1946-6226,2018,17,0,0
0047-2816,2019,17,0,0
1876-4045,2020,17,0,0
1057-9214,2020,17,0,0
0813-4839,2018,17,0,0
0265-8240,2020,17,1,0.058823529411764705
0971-6858,2019,17,0,0
2193-8407,2020,17,0,0
2520-100X,2020,17,0,0
2394-4811,2018,17,0,0
1053-4202,2018,17,0,0
2365-6387,2018,17,0,0
2329-2229,2019,17,1,0.058823529411764705
2515-0731,2018,17,0,0
1350-178X,2020,17,2,0.11764705882352941
2364-2289,2020,17,0,0
1434-2944,2018,17,0,0
1473-8716,2018,17,0,0
0922-6443,2019,17,1,0.058823529411764705
0262-5245,2019,16,0,0
1553-3832,2019,16,0,0
2196-5471,2020,16,0,0
1385-951X,2019,16,0,0
2661-863X,2019,16,0,0
1934-2616,2020,16,0,0
2522-5987,2018,16,0,0
0021-9142,2018,16,1,0.0625
0169-6149,2019,16,0,0
0957-4239,2019,16,0,0
1246-0125,2019,16,0,0
0892-7545,2018,16,0,0
0898-588X,2018,16,0,0
1522-6379,2018,16,0,0
1321-2753,2018,16,0,0
1054-1373,2020,16,0,0
1553-118X,2020,16,0,0
2191-4761,2019,16,0,0
2041-3866,2020,16,0,0
0265-8240,2018,16,0,0
0001-3072,2018,16,0,0
0973-4082,2018,16,0,0
1547-0148,2018,16,0,0
0025-5858,2020,16,0,0
2730-7190,2020,16,0,0
1757-7438,2020,16,0,0
1533-2969,2020,16,0,0
0019-8676,2019,16,0,0
2040-4700,2018,16,2,0.125
0973-5984,2018,16,0,0
1745-6452,2020,16,0,0
2625-073X,2019,16,0,0
0973-2586,2020,16,0,0
2078-0389,2019,16,0,0
1553-3832,2018,16,0,0
0002-7766,2019,16,0,0
0889-9401,2018,16,0,0
0092-7678,2019,16,0,0
2198-6428,2020,16,0,0
1035-6908,2019,16,0,0
1473-7795,2020,16,0,0
2153-9553,2019,16,0,0
0922-6567,2020,16,4,0.25
0160-7960,2019,16,0,0
0954-1985,2018,16,0,0
1389-0166,2018,16,1,0.0625
1664-221X,2018,16,0,0
2516-5984,2018,16,1,0.0625
0003-4452,2018,16,0,0
1652-2354,2018,16,0,0
1473-2254,2018,16,0,0
1536-5581,2020,16,0,0
1556-4665,2019,16,2,0.125
0949-1147,2020,16,0,0
2041-7365,2019,16,0,0
2053-0196,2018,16,0,0
1066-9868,2020,16,0,0
2161-2617,2020,16,0,0
0167-7764,2019,16,0,0
1358-2291,2018,16,0,0
1358-2291,2020,16,0,0
1547-5778,2020,16,0,0
2520-8705,2019,16,0,0
0039-3207,2018,16,0,0
0925-8558,2020,16,0,0
1435-6163,2020,16,0,0
1391-5614,2020,16,0,0
2233-8659,2020,16,1,0.0625
0430-3202,2018,16,0,0
0033-1538,2019,16,0,0
1553-3832,2020,16,0,0
1470-594X,2018,16,0,0
1446-9022,2020,16,0,0
0974-9276,2019,16,0,0
2425-6870,2018,16,0,0
1532-7957,2018,16,0,0
2475-0387,2020,16,0,0
0957-8536,2018,16,0,0
0954-5867,2018,16,0,0
0077-9954,2019,16,0,0
2277-9752,2018,16,0,0
1446-9022,2018,16,0,0
2516-6085,2019,16,0,0
0942-4962,2018,16,0,0
1473-7795,2019,16,0,0
0163-5158,2019,16,0,0
0001-6810,2019,16,0,0
1064-9506,2020,16,0,0
1664-221X,2019,16,0,0
1533-2861,2020,16,0,0
1934-3655,2019,16,0,0
0002-0184,2019,16,0,0
0972-5792,2018,16,0,0
1365-7127,2020,16,0,0
2373-518X,2018,16,0,0
1380-6165,2019,16,0,0
1321-2753,2020,16,0,0
1473-7795,2018,16,0,0
2329-2229,2018,16,0,0
1070-4965,2018,16,0,0
2196-1085,2020,16,1,0.0625
2198-7866,2020,16,0,0
1557-4679,2018,16,0,0
0885-7466,2020,16,0,0
0275-1100,2018,16,0,0
1534-8644,2018,16,0,0
2367-1734,2020,16,0,0
0963-8008,2019,16,0,0
0888-4064,2020,16,0,0
2319-510X,2019,16,0,0
1862-8508,2019,16,0,0
2154-4611,2020,16,0,0
0380-1489,2019,16,0,0
0974-9276,2018,16,0,0
1573-9414,2018,16,0,0
0954-5867,2019,16,0,0
0895-562X,2018,16,0,0
0922-6567,2019,16,2,0.125
1024-6029,2018,16,1,0.0625
0026-1424,2019,16,0,0
0047-2816,2018,15,0,0
1555-5879,2020,15,0,0
1556-3790,2020,15,0,0
1934-8282,2018,15,0,0
2394-4811,2019,15,0,0
2192-662X,2020,15,1,0.06666666666666667
1863-8171,2019,15,0,0
2156-8693,2020,15,0,0
1468-7976,2018,15,0,0
0164-0925,2020,15,1,0.06666666666666667
2393-8617,2019,15,0,0
1541-6518,2018,15,0,0
0304-3487,2020,15,0,0
1522-6379,2019,15,0,0
0922-6443,2020,15,1,0.06666666666666667
1309-4297,2018,15,0,0
2199-6784,2020,15,0,0
2192-6670,2018,15,0,0
0972-2661,2018,15,0,0
1018-5291,2019,15,0,0
1309-422X,2019,15,0,0
0260-1079,2019,15,0,0
1363-3589,2020,15,0,0
2167-4876,2020,15,0,0
1541-2040,2018,15,0,0
2425-6870,2019,15,1,0.06666666666666667
0972-6527,2018,15,0,0
1523-2409,2019,15,0,0
2147-4281,2018,15,0,0
0939-608X,2020,15,0,0
0925-9856,2018,15,2,0.13333333333333333
1522-6379,2020,15,0,0
0918-7545,2020,15,0,0
2147-429X,2019,15,0,0
2235-8668,2018,15,0,0
2399-7532,2019,15,2,0.13333333333333333
2102-6467,2018,15,0,0
1744-1056,2019,15,0,0
1368-0005,2018,15,0,0
2516-1091,2020,15,1,0.06666666666666667
2730-5732,2020,15,0,0
1783-5917,2020,15,0,0
2516-6069,2020,15,0,0
2509-8829,2018,15,0,0
2522-5987,2020,15,0,0
0895-9285,2018,15,0,0
1023-7267,2018,15,0,0
2199-9287,2018,15,0,0
1554-964X,2020,15,0,0
0167-5249,2018,15,0,0
0265-6590,2019,15,0,0
1942-7751,2019,15,0,0
2524-5252,2020,15,1,0.06666666666666667
2394-9015,2020,15,0,0
1435-6104,2019,15,0,0
1938-8969,2018,15,0,0
2367-1734,2018,15,0,0
0951-8207,2019,15,0,0
0077-9954,2018,15,0,0
2367-2544,2019,15,0,0
0091-732X,2018,15,0,0
2455-9296,2019,15,0,0
0707-8552,2019,15,0,0
2321-0249,2019,15,0,0
2153-3792,2019,15,0,0
1793-8120,2019,15,0,0
2263-8733,2018,15,0,0
1528-8870,2020,15,0,0
1944-4079,2019,15,0,0
0084-6724,2018,15,0,0
1939-005X,2020,15,1,0.06666666666666667
1861-2032,2018,15,2,0.13333333333333333
0022-0574,2018,15,0,0
1533-2667,2020,15,0,0
0020-8345,2020,15,0,0
0971-9458,2019,15,0,0
2516-1083,2020,15,0,0
2524-5600,2020,15,0,0
0924-1868,2018,15,0,0
0008-3976,2019,15,0,0
1466-2523,2018,15,0,0
2662-9720,2020,15,0,0
0968-5332,2019,15,0,0
1758-9991,2020,15,0,0
0079-497X,2019,15,0,0
2364-5687,2019,15,0,0
1551-823X,2019,15,0,0
2199-6784,2018,15,0,0
2511-1299,2019,15,0,0
0197-6931,2019,15,0,0
1478-8047,2019,15,0,0
1932-202X,2018,15,0,0
0973-4082,2020,15,0,0
2510-2044,2019,15,5,0.3333333333333333
2329-4949,2018,15,0,0
2198-9745,2018,15,0,0
0262-4893,2019,15,0,0
1932-0183,2019,15,0,0
1043-4062,2018,15,0,0
2516-6069,2019,15,0,0
2374-0353,2018,15,0,0
2399-3693,2018,15,0,0
0971-8907,2020,15,0,0
1939-2206,2019,14,1,0.07142857142857142
2573-234X,2020,14,0,0
1435-6163,2019,14,3,0.21428571428571427
2524-5317,2018,14,2,0.14285714285714285
2198-9745,2020,14,0,0
1932-0183,2018,14,0,0
2522-0691,2018,14,0,0
0003-4452,2019,14,0,0
1934-3655,2020,14,0,0
2161-0029,2018,14,0,0
0971-3557,2019,14,0,0
2167-485X,2019,14,1,0.07142857142857142
2160-4762,2019,14,0,0
2153-9553,2020,14,0,0
2156-8693,2019,14,0,0
1551-823X,2020,14,0,0
1386-4564,2020,14,0,0
1063-4266,2019,14,0,0
2052-8418,2019,14,1,0.07142857142857142
1382-4554,2018,14,0,0
1614-2446,2019,14,1,0.07142857142857142
1469-7874,2020,14,0,0
0943-0180,2019,14,0,0
2515-0731,2019,14,0,0
1084-6654,2018,14,0,0
1867-1748,2019,14,0,0
2509-7997,2019,14,0,0
2161-0029,2019,14,0,0
1084-6654,2020,14,1,0.07142857142857142
2520-8462,2019,14,0,0
1519-8928,2019,14,0,0
2524-5317,2020,14,1,0.07142857142857142
0025-5858,2019,14,0,0
2199-9031,2020,14,0,0
2573-5152,2019,14,0,0
1741-3591,2019,14,0,0
0971-3336,2019,14,0,0
0080-4401,2018,14,0,0
1934-8282,2019,14,0,0
0081-1750,2020,14,0,0
2363-8354,2020,14,0,0
1937-5034,2019,14,1,0.07142857142857142
2376-3639,2020,14,2,0.14285714285714285
0002-7766,2018,14,0,0
1758-9991,2018,14,0,0
2455-1333,2020,14,0,0
2510-3768,2019,14,0,0
1748-3727,2020,14,0,0
2193-8652,2019,14,0,0
0973-0052,2019,14,0,0
0080-4401,2019,14,0,0
0973-4082,2019,14,0,0
